Kunde;customname;customform;name;fieldobjectid;fieldparentid;fieldparenttype;elementtype;fieldtype;blocktype;specialtype;fieldrelation;fieldlabel;language
ipw;form1927875;1927875;Azure - UdlÃ¸b af client secret;1927876;2592044;customformelement;field;relation;;;company;Kunde;DA
ipw;form1927875;1927875;Azure - UdlÃ¸b af client secret;1927878;2592044;customformelement;field;date;;;;Client secret oprettet;DA
ipw;form1927875;1927875;Azure - UdlÃ¸b af client secret;1927880;2592044;customformelement;field;relation;;;ipwinstallation;Site;DA
ipw;form1927875;1927875;Azure - UdlÃ¸b af client secret;1927881;2592044;customformelement;field;text;;;;BemÃ¦rkning;DA
ipw;form1905928;1905928;Cyber Security Awareness Survey;1932982;1906064;customformelement;field;multiselect;;;form1426197;Dato for gennemgang af CSA;DA
ipw;form1196047;1196047;SikkerhedshÃ¦ndelse;1944119;;customform;field;date;;;;Dato;DA
ipw;form1944152;1944152;DriftsikkerhedsmÃ¸dereferater;1944153;;customform;field;date;;;;Dato;DA
ipw;form1944152;1944152;DriftsikkerhedsmÃ¸dereferater;1944154;;customform;field;text;;;;Dagsorden;DA
ipw;form1944152;1944152;DriftsikkerhedsmÃ¸dereferater;1944155;;customform;field;text;;;;Referat;DA
ipw;form1600633;1600633;Test bandit;1945011;;customform;block;;layout_fieldset;;;Gruppe;DA
ipw;form1600633;1600633;Test bandit;1945161;;customform;field;multiselect;;;department;ListDialog;DA
ipw;form1600633;1600633;Test bandit;1945174;;customform;field;combo_multiple;;;;M;DA
ipw;form1945333;1945333;ImportÃ©r / Masseopret dokumenter;1945335;;customform;field;radiobutton;;;;Type;DA
ipw;form1945333;1945333;ImportÃ©r / Masseopret dokumenter;1945336;;customform;special;;;layout_buttonupload;;Dokumenter;DA
ipw;form1945333;1945333;ImportÃ©r / Masseopret dokumenter;1945337;;customform;special;;;businessunit;;Forretningsenheder;DA
ipw;form1945333;1945333;ImportÃ©r / Masseopret dokumenter;1945338;;customform;field;relation_multiple;;;category;Kategorier;DA
ipw;form1945333;1945333;ImportÃ©r / Masseopret dokumenter;1945372;;customform;field;userrelation;;;;Dokumentansvarlig;DA
ipw;form1945333;1945333;ImportÃ©r / Masseopret dokumenter;1945373;;customform;field;userrelation;;;;Dokumentgodkender;DA
ipw;form1945333;1945333;ImportÃ©r / Masseopret dokumenter;1945375;;customform;field;text;;;;Liste af dokumentnavne;DA
ipw;form1945333;1945333;ImportÃ©r / Masseopret dokumenter;1945411;;customform;field;listselect;;;structureelement;Opret under menupunkt;DA
ipw;form894000;894000;Reference demo;1950532;;customform;special;;;createdby;;Oprettet af;DA
ipw;form1378060;1378060;FerieÃ¸nsker;1955866;;customform;field;combo;;;;Type;DA
ipw;form1378060;1378060;FerieÃ¸nsker;1955871;;customform;field;checkbox;;;;Halv dag;DA
ipw;form1963616;1963616;Indlejret tabel Philip;1963625;;customform;field;inline;;;listcol;Indlejret tabel;DA
ipw;form1963633;1963633;Philip Indlejret HjÃ¦lpdetabel;1963634;;customform;field;string;;;;Tekst;DA
ipw;form1963633;1963633;Philip Indlejret HjÃ¦lpdetabel;1963636;;customform;field;date;;;;Dato;DA
ipw;form1963633;1963633;Philip Indlejret HjÃ¦lpdetabel;1963638;;customform;field;string;;;;Lokation;DA
ipw;form1963633;1963633;Philip Indlejret HjÃ¦lpdetabel;1963641;;customform;field;relation;;;user;kontaktperson;DA
ipw;form1984547;1984547;Versioner;1984556;;customform;field;versionnumber;;;;Versionnr;DA
ipw;form1984547;1984547;Versioner;1984561;;customform;block;;layout_fieldset;;;Release notes;DA
ipw;form1984547;1984547;Versioner;1984567;1984561;customformelement;field;html;;;;Versionskommentar til bruger (dansk);DA
ipw;form1984686;1984686;nj test create;1984687;;customform;field;relation;;;category;opret;DA
ipw;form1984547;1984547;Versioner;1984572;1984561;customformelement;field;html;;;;Versionskommentar til bruger (engelsk);DA
ipw;form1984547;1984547;Versioner;1984578;;customform;block;;layout_fieldset;;;Teknik;DA
ipw;form1984547;1984547;Versioner;1984584;1984578;customformelement;field;relation_multiple;;;form656500;Erstatter version;DA
ipw;form1984547;1984547;Versioner;1984590;1984578;customformelement;field;string;;;;PHP Extension;DA
ipw;form1984547;1984547;Versioner;1984595;;customform;block;;layout_fieldset;;;Godkendelser;DA
ipw;form1704636;1704636;Den lille test bandit hjÃ¦lper;2020880;;customform;field;imagethumbattach;;;;Billede;DA
ipw;form1984547;1984547;Versioner;1984600;2004137;customformelement;field;confirmcheckbox;;;;Godkendt at QA;DA
ipw;form1984547;1984547;Versioner;1984607;;customform;field;date;;;;Forventet udgivelsesdato;DA
ipw;form1984547;1984547;Versioner;1984612;1984595;customformelement;field;confirmcheckbox;;;;Jira release klar;DA
ipw;form1984547;1984547;Versioner;1984625;1984595;customformelement;field;confirmcheckbox;;;;Demo for konsulenter afholdt;DA
ipw;form1984547;1984547;Versioner;1984617;1984595;customformelement;field;confirmcheckbox;;;;VersionsmÃ¸de afholdt;DA
ipw;form2029737;2029737;Opdateringsindstillinger;2029738;;customform;field;integer;;;;Opdateringer pr. dag;DA
ipw;form1987979;1987979;Intern tilmeldingsformular til fest;1987980;;customform;field;relation;;;employee;Medarbejder;DA
ipw;form1987979;1987979;Intern tilmeldingsformular til fest;1987994;;customform;field;radiobutton;;;;Jeg / Vi Ã¸nsker overnatning;DA
ipw;form1984547;1984547;Versioner;2004129;;customform;field;date;;;;Udgivelsesdato;DA
ipw;form1984547;1984547;Versioner;2004137;;customform;block;;layout_fieldset;;;QA;DA
ipw;form1984547;1984547;Versioner;2004143;2004137;customformelement;field;integer;;;;Antal testpunkter;DA
ipw;form1984547;1984547;Versioner;2004149;1984578;customformelement;field;integer;;;;Antal releasefix;DA
ipw;form1984547;1984547;Versioner;2004160;2004137;customformelement;field;integer;;;;Antal testpunkter fejlet;DA
ipw;form1984547;1984547;Versioner;2004166;2004137;customformelement;field;integer;;;;Antal testpunker dispenseret;DA
ipw;form1984547;1984547;Versioner;2004175;1984578;customformelement;field;integer;;;;Antal features;DA
ipw;form1984547;1984547;Versioner;2004180;1984578;customformelement;field;integer;;;;Antal bugs;DA
ipw;form1984547;1984547;Versioner;2004187;1984578;customformelement;field;integer;;;;Antal code changes/features;DA
ipw;form2020888;2020888;Hazard ID Card example;2020913;;customform;block;;layout_fieldset;;;Information;DA
ipw;form2020888;2020888;Hazard ID Card example;2020914;;customform;block;;layout_column;;;Column Hazards;DA
ipw;form2020888;2020888;Hazard ID Card example;2020916;;customform;block;;layout_column;;;Column Safety violations;DA
ipw;form2020888;2020888;Hazard ID Card example;2020920;2020913;customformelement;field;combo;;;;Workshop / site;DA
ipw;form2020888;2020888;Hazard ID Card example;2020921;2020913;customformelement;field;date;;;;Date;DA
ipw;form2020888;2020888;Hazard ID Card example;2020922;2020913;customformelement;field;decimal;;;;Number of workers at risk;DA
ipw;form2020888;2020888;Hazard ID Card example;2020924;2020913;customformelement;field;text;;;;Equipment/operation;DA
ipw;form2020888;2020888;Hazard ID Card example;2020925;2020913;customformelement;field;text;;;;Name / contact details;DA
ipw;form2020976;2020976;Hazards checkpunkter;2020977;;customform;field;text;;;;Tekst;DA
ipw;form2020976;2020976;Hazards checkpunkter;2020979;;customform;field;imagethumbattach;;;;Image;DA
ipw;form2020976;2020976;Hazards checkpunkter;2020983;;customform;field;checkbox;;;;Check;DA
ipw;form2020888;2020888;Hazard ID Card example;2021000;2021047;customformelement;field;inline;;;form2020976;Hazards;DA
ipw;form2020888;2020888;Hazard ID Card example;2021015;2020913;customformelement;field;radiobutton;;;;What event have you witnessed?;DA
ipw;form2021017;2021017;Safety violations checkpunkter;2021018;;customform;field;imagethumbattach;;;;Image;DA
ipw;form2021017;2021017;Safety violations checkpunkter;2021019;;customform;field;text;;;;Tekst;DA
ipw;form2021017;2021017;Safety violations checkpunkter;2021020;;customform;field;checkbox;;;;Check;DA
ipw;form2020888;2020888;Hazard ID Card example;2021031;2021046;customformelement;field;inline;;;form2021017;Safety violations;DA
ipw;form2020888;2020888;Hazard ID Card example;2021046;2020916;customformelement;block;;layout_fieldset;;;Safety violations;DA
ipw;form2020888;2020888;Hazard ID Card example;2021047;2020914;customformelement;block;;layout_fieldset;;;Hazards;DA
ipw;form2020888;2020888;Hazard ID Card example;2021064;2020913;customformelement;field;text;;;;Brief description;DA
ipw;form2020888;2020888;Hazard ID Card example;2021065;2020913;customformelement;field;text;;;;Actions you have taken;DA
ipw;form2020888;2020888;Hazard ID Card example;2021066;2020913;customformelement;field;text;;;;Proposed corrective measures;DA
ipw;form1885641;1885641;ISMS Ã…rshjul;2021488;;customform;special;;;responsible;;Ansvarlig;DA
ipw;form1885641;1885641;ISMS Ã…rshjul;2021491;;customform;field;userrelation;;;;Ansvarshavende;DA
ipw;form1885641;1885641;ISMS Ã…rshjul;2021519;;customform;field;checkbox;;;;Sikkerhedsorganisation;DA
ipw;form2029737;2029737;Opdateringsindstillinger;2029744;;customform;field;integer;;;;Opdateringsinterval;DA
ipw;form2029737;2029737;Opdateringsindstillinger;2029775;;customform;field;checkbox;;;;Stop al autoopdatering;DA
ipw;form2029737;2029737;Opdateringsindstillinger;2029778;;customform;field;checkbox;;;;Tillad kun hotfixopdateringer;DA
ipw;form2029737;2029737;Opdateringsindstillinger;2070890;;customform;field;combo;;;;Slacknotifikationer;DA
ipw;form1019401;1019401;Ulykker og nÃ¦rved hÃ¦ndelser;2095635;;customform;block;;layout_fieldset;;;Info;DA
ipw;form1019401;1019401;Ulykker og nÃ¦rved hÃ¦ndelser;2095640;2095635;customformelement;field;autonum;;;;Nummer;DA
ipw;form1019401;1019401;Ulykker og nÃ¦rved hÃ¦ndelser;2095645;2095635;customformelement;special;;;createdby;;Oprettet af;DA
ipw;form1019401;1019401;Ulykker og nÃ¦rved hÃ¦ndelser;2095649;2095635;customformelement;special;;;created;;Oprettet;DA
ipw;form1019401;1019401;Ulykker og nÃ¦rved hÃ¦ndelser;2095653;;customform;block;;layout_fieldset;;;HÃ¦ndelse;DA
ipw;form2108392;2108392;Test Bandit Kommetnar;2108393;;customform;field;string;;;;Tekst;DA
ipw;form1712765;1712765;Forecast;2110432;;customform;field;decimal;;;;Kundeemner tilbudssum;DA
ipw;form1712765;1712765;Forecast;2110433;;customform;field;decimal;;;;Kunder tilbudssum;DA
ipw;form1987979;1987979;Intern tilmeldingsformular til fest;2126803;;customform;field;radiobutton;;;;Dit svar;DA
ipw;form1987979;1987979;Intern tilmeldingsformular til fest;2126806;;customform;field;decimal;;;;Antal voksne inkl. dig selv;DA
ipw;form1987979;1987979;Intern tilmeldingsformular til fest;2126809;;customform;field;decimal;;;;Antal bÃ¸rn (Under 14 Ã¥r);DA
ipw;form1329139;1329139;Leverancer;2175485;1361499;customformelement;field;confirmcheckbox;;;;Ved salg at klippekort udfyldes modtager af KlippekortopgÃ¸relse;DA
ipw;form2177298;2177298;APV tjekliste kontor;2177301;;customform;field;radiobutton;;;;Hvor meget bevÃ¦ger du dig i lÃ¸bet af dagen?;DA
ipw;form2177298;2177298;APV tjekliste kontor;2177303;;customform;field;radiobutton;;;;Har du ofte for mange opgaver eller for travlt pÃ¥ arbejdspladsen?;DA
ipw;form2177298;2177298;APV tjekliste kontor;2177304;;customform;field;radiobutton;;;;Mangler du hjÃ¦lp / stÃ¸tte fra din ledelse og dine kolleger?;DA
ipw;form2177298;2177298;APV tjekliste kontor;2177305;;customform;field;radiobutton;;;;Oplever man mobning, seksuel chikane, diskrimination eller andre krÃ¦nkende handlinger pÃ¥ arbejdspladsen?;DA
ipw;form2177298;2177298;APV tjekliste kontor;2177307;;customform;field;radiobutton;;;;Er der for varmt eller koldt i arbejdsrummene eller trÃ¦kker det?;DA
ipw;form2177298;2177298;APV tjekliste kontor;2177308;;customform;field;radiobutton;;;;Er luften i lokalerne dÃ¥rlig, f.e. pÃ¥ grund af dÃ¥rlig rengÃ¸ring eller ventilation?;DA
ipw;form2177298;2177298;APV tjekliste kontor;2214829;;customform;field;text;;;;Evt. uddybbelse;DA
ipw;form2177298;2177298;APV tjekliste kontor;2177310;;customform;field;radiobutton;;;;Er stÃ¸jen i mere end 2 timer om arbejdsdagen sÃ¥ hÃ¸j, at det forstyrrer jeres koncentration og/eller kommunikation?;DA
ipw;form2177298;2177298;APV tjekliste kontor;2177311;;customform;field;radiobutton;;;;Er der risiko for, at I kan falde eller snuble over fx rod eller ledninger, eller fordi der er glat pÃ¥ gulvet?;DA
ipw;form2177298;2177298;APV tjekliste kontor;2177312;;customform;field;radiobutton;;;;Er der risiko for akut overbelastning af kroppen, nÃ¥r I lÃ¸fter, trÃ¦kker eller skubber fx it-udstyr?;DA
ipw;form2197271;2197271;IPW Anywhere tester;2197274;;customform;field;string;;;;Navn;DA
ipw;form2197271;2197271;IPW Anywhere tester;2197275;;customform;special;;;layout_buttonupload;;Billede;DA
ipw;form1984686;1984686;nj test create;2200095;;customform;field;checkbox;;;;tjekboks;DA
ipw;form2177298;2177298;APV tjekliste kontor;2214808;;customform;field;text;;;;Uddybbelse;DA
ipw;form2177298;2177298;APV tjekliste kontor;2214809;;customform;field;text;;;;Evt. uddybbelse;DA
ipw;form2177298;2177298;APV tjekliste kontor;2214810;;customform;field;text;;;;Evt. uddybbelse;DA
ipw;form2177298;2177298;APV tjekliste kontor;2214811;;customform;field;text;;;;Evt. uddybbelse;DA
ipw;form2177298;2177298;APV tjekliste kontor;2214812;;customform;field;text;;;;Evt. uddybbelse;DA
ipw;form2177298;2177298;APV tjekliste kontor;2214813;;customform;field;text;;;;Evt. uddybbelse;DA
ipw;form2177298;2177298;APV tjekliste kontor;2214814;;customform;field;text;;;;Evt. uddybbelse;DA
ipw;form2177298;2177298;APV tjekliste kontor;2214815;;customform;field;text;;;;Evt. uddybbelse;DA
ipw;form2177298;2177298;APV tjekliste kontor;2214816;;customform;field;text;;;;Evt. uddybbelse;DA
ipw;form2177298;2177298;APV tjekliste kontor;2214818;;customform;field;radiobutton;;;;Er der Ã¸vrige forhold der skaber arbejdsmiljÃ¸problemer?;DA
ipw;form1600633;1600633;Test bandit;2218904;;customform;field;userrelation_multiple;;;;Deltagere;DA
ipw;form2221499;2221499;Interne job og notifikationer;2221500;;customform;field;string;;;;ID;DA
ipw;form2221499;2221499;Interne job og notifikationer;2221501;;customform;field;string;;;;Navn;DA
ipw;form2221499;2221499;Interne job og notifikationer;2221502;;customform;field;html;;;;Beskrivelse;DA
ipw;form2221499;2221499;Interne job og notifikationer;2221522;;customform;field;string;;;;Sidst forsÃ¸gt kÃ¸rt;DA
ipw;form2221499;2221499;Interne job og notifikationer;2221523;;customform;field;string;;;;Sidst kÃ¸rt;DA
ipw;form2221499;2221499;Interne job og notifikationer;2221524;;customform;field;string;;;;Sidste fejl;DA
ipw;form2221499;2221499;Interne job og notifikationer;2221525;;customform;field;text;;;;Sidste fejlbesked;DA
ipw;form1600633;1600633;Test bandit;2227620;;customform;special;;;layout_text;;Fritekst morten morelakj;DA
ipw;form1987979;1987979;Intern tilmeldingsformular til fest;2240919;;customform;field;text;;;;Specielle Ã¸nsker /behov til fx kost;DA
ipw;form1621149;1621149;IPW Server;2244552;;customform;field;string;;;;Maskinnavn;DA
ipw;form1621149;1621149;IPW Server;2244554;;customform;field;checkbox;;;;Tillad valg;DA
ipw;form1621149;1621149;IPW Server;2244555;;customform;field;checkbox;;;;Tillad automatisk tildeling;DA
ipw;form493061;493061;Oprettelse af ipw.dk-site;2244591;;customform;field;relation;;;form1621149;Server;DA
ipw;form493061;493061;Oprettelse af ipw.dk-site;2244592;;customform;field;checkbox;;;;Manuelt tildeling af server;DA
ipw;form2250185;2250185;SikkerhedshÃ¦ndelse typer;2250186;;customform;field;string;;;;Type;DA
ipw;form1196047;1196047;SikkerhedshÃ¦ndelse;2250191;;customform;field;relation;;;form2250185;Type;DA
ipw;form1196047;1196047;SikkerhedshÃ¦ndelse;2250196;;customform;field;string;;;;Overskrift;DA
ipw;form1196047;1196047;SikkerhedshÃ¦ndelse;2253397;;customform;special;;;layout_buttonupload;;VedhÃ¦ft filer;DA
ipw;form1196047;1196047;SikkerhedshÃ¦ndelse;2253404;;customform;field;text;;;;Kommentar;DA
ipw;form2253424;2253424;Findings;2253425;2253583;customformelement;field;autonum;;;;Finding nr.;DA
ipw;form2253424;2253424;Findings;2253426;2253583;customformelement;field;date;;;;Dato;DA
ipw;form2253424;2253424;Findings;2253427;2412860;customformelement;field;relation;;;form1654140;Audit;DA
ipw;form2253424;2253424;Findings;2253429;2253583;customformelement;field;text;;;;Beskrivelse;DA
ipw;form1654140;1654140;Audit;2253447;2253532;customformelement;field;multiselect;;;form2253424;Findings (brug faneblad);DA
ipw;form2253424;2253424;Findings;2253454;2253583;customformelement;field;userrelation;;;;VÃ¦lg ansvarlig;DA
ipw;form2253424;2253424;Findings;2253492;2253583;customformelement;field;text;;;;Hvad er gjort?;DA
ipw;form1654140;1654140;Audit;2253532;;customform;block;;layout_fieldset;;;Audit information;DA
ipw;form2253541;2253541;Audit typer;2253542;;customform;field;string;;;;Type;DA
ipw;form2253424;2253424;Findings;2253583;;customform;block;;layout_fieldset;;;Findings information;DA
ipw;form1654140;1654140;Audit;2256316;2253532;customformelement;field;text;;;;Beskrivelse;DA
ipw;form4129;1248442;Informationsaktiver;2256335;;customform;field;checkbox;;;;Forretningssystem;DA
ipw;form1329139;1329139;Leverancer;2258143;1860500;customformelement;block;;layout_fieldset;;;KAM tildelt;DA
ipw;form1329139;1329139;Leverancer;2258149;2258143;customformelement;field;confirmcheckbox;;;;Salgsansvarlig Ã¦ndret til KAM;DA
ipw;form2269008;2269008;Udvidelse af lokaler - Ã¸nsker;2269009;;customform;block;;layout_fieldset;;;Info;DA
ipw;form2269008;2269008;Udvidelse af lokaler - Ã¸nsker;2269010;2269009;customformelement;special;;;createdby;;Oprettet af;DA
ipw;form2269008;2269008;Udvidelse af lokaler - Ã¸nsker;2269013;;customform;block;;layout_fieldset;;;Ã˜nske;DA
ipw;form2269008;2269008;Udvidelse af lokaler - Ã¸nsker;2269011;2269009;customformelement;special;;;created;;Oprettet;DA
ipw;form2269008;2269008;Udvidelse af lokaler - Ã¸nsker;2269066;2269013;customformelement;special;;;layout_text;;Beskriv gerne 1 Ã¸nske per post, sÃ¥ er det nemmere at prioritere dem;DA
ipw;form2269008;2269008;Udvidelse af lokaler - Ã¸nsker;2269014;2269013;customformelement;field;text;;;;Hvem kunne sidde hvor og sammen med hvem?;DA
ipw;form2269008;2269008;Udvidelse af lokaler - Ã¸nsker;2269015;2269013;customformelement;field;text;;;;Hvilke ekstra lokaler savner du / ser du behov for?;DA
ipw;form2269008;2269008;Udvidelse af lokaler - Ã¸nsker;2269016;2269013;customformelement;field;text;;;;Har du Ã¸vrige anvendelsesbehov pÃ¥ den korte og/eller lange bane?;DA
ipw;form2269008;2269008;Udvidelse af lokaler - Ã¸nsker;2269017;;customform;block;;layout_fieldset;;;Prioritering (udfyldes af gruppen);DA
ipw;form2269008;2269008;Udvidelse af lokaler - Ã¸nsker;2269018;2269017;customformelement;field;radiobutton;;;;Prioritet;DA
ipw;form2269008;2269008;Udvidelse af lokaler - Ã¸nsker;2269019;2269017;customformelement;field;text;;;;BemÃ¦rkninger;DA
ipw;form2269035;2269035;Udvidelse af lokaler - input grupper;2269036;;customform;field;string;;;;Gruppen;DA
ipw;form2269035;2269035;Udvidelse af lokaler - input grupper;2269038;;customform;field;userrelation;;;;Gruppe ansvarlige;DA
ipw;form2269008;2269008;Udvidelse af lokaler - Ã¸nsker;2269045;2269009;customformelement;field;relation;;;form2269035;Din gruppe;DA
ipw;form2269035;2269035;Udvidelse af lokaler - input grupper;2269058;;customform;field;userrelation;;;;Leder;DA
ipw;form2269008;2269008;Udvidelse af lokaler - Ã¸nsker;2269049;2269009;customformelement;special;;;responsible;;Ansvarlig;DA
ipw;form2269008;2269008;Udvidelse af lokaler - Ã¸nsker;2269050;2269009;customformelement;field;userrelation;;;;Gruppeansvarlige;DA
ipw;form2269008;2269008;Udvidelse af lokaler - Ã¸nsker;2269059;2269009;customformelement;field;userrelation;;;;CxO;DA
ipw;form854278;854278;Normtid pr uge;2272626;;customform;field;decimal;;;;Udvikling ikke planlagt;DA
ipw;form1927875;1927875;Azure - UdlÃ¸b af client secret;2274842;2592044;customformelement;field;combo;;;;Hvad bruges client secret til?;DA
ipw;form1438650;1438650;Salgsaktiviteter;2276063;;customform;field;integer;;;;Deltagerantal;DA
ipw;form1438650;1438650;Salgsaktiviteter;2276078;2276298;customformelement;field;text;;;;KundeindlÃ¦g;DA
ipw;form1438650;1438650;Salgsaktiviteter;2276079;2276298;customformelement;field;text;;;;Eksterne indlÃ¦gsholdere;DA
ipw;form1438650;1438650;Salgsaktiviteter;2276297;2276298;customformelement;field;string;;;;Tema/Emne til Ã¥rets kundeseminar;DA
ipw;form1438650;1438650;Salgsaktiviteter;2276298;;customform;block;;layout_fieldset;;;Kundeseminar;DA
ipw;form854278;854278;Normtid pr uge;2277214;;customform;field;decimal;;;;Sum;DA
ipw;form2335303;2335303;Hosting betinget beskrivelser - Kontrakt generator;2335304;;customform;field;checkbox;;;;Skal vises ved hosting;DA
ipw;form1426197;1426197;Cyber security awareness tiltag;2289418;;customform;field;radiobutton;;;;Tiltag relevant for;DA
ipw;form1426197;1426197;Cyber security awareness tiltag;2289424;;customform;field;attachfile;;;;Filer;DA
ipw;form1885641;1885641;ISMS Ã…rshjul;2289445;;customform;field;multiselect;;;form1885642;Opgavelogning;DA
ipw;form1927875;1927875;Azure - UdlÃ¸b af client secret;2290256;2592044;customformelement;field;confirmcheckbox;;;;Kontaktet forud for fornyelse;DA
ipw;form1426197;1426197;Cyber security awareness tiltag;2291244;;customform;field;userrelation;;;;Ansvarlig for udfÃ¸relse;DA
ipw;form2253424;2253424;Findings;2303854;2303882;customformelement;field;date;;;;NÃ¦ste opfÃ¸lgningsdato;DA
ipw;form2253424;2253424;Findings;2303878;2303882;customformelement;field;text;;;;OpfÃ¸lgning;DA
ipw;form2253424;2253424;Findings;2303882;;customform;block;;layout_fieldset;;;OpfÃ¸lgning;DA
ipw;form2029737;2029737;Opdateringsindstillinger;2312527;;customform;field;integer;;;;OpdateringsforsÃ¸g pr. dag;DA
ipw;form2253424;2253424;Findings;2317674;2253583;customformelement;field;string;;;;Overskrift;DA
ipw;form493061;493061;Oprettelse af ipw.dk-site;2320423;;customform;field;userrelation;;;;Anmoder;DA
ipw;form1426197;1426197;Cyber security awareness tiltag;2321260;;customform;field;url;;;;Link til optagelse;DA
ipw;form1905928;1905928;Cyber Security Awareness Survey;2321289;1905976;customformelement;field;radiobutton;;;;Bruger du en kodeordsgenerator eller passwordmanager?;DA
ipw;form1905928;1905928;Cyber Security Awareness Survey;2321295;1905976;customformelement;field;text;;;;Uddyb;DA
ipw;form1905928;1905928;Cyber Security Awareness Survey;2321317;1905976;customformelement;field;radiobutton;;;;Har du opsat 2faktor pÃ¥ dine konti?;DA
ipw;form1905928;1905928;Cyber Security Awareness Survey;2321334;1905976;customformelement;field;riskmatrix;;;;Hvordan vurderer du din egen forstÃ¥else for IT-Sikkerhed og din generel ageren ude pÃ¥ internettet?;DA
ipw;form1905928;1905928;Cyber Security Awareness Survey;2321322;1905976;customformelement;field;text;;;;Uddyb;DA
ipw;form1905928;1905928;Cyber Security Awareness Survey;2321376;1905976;customformelement;field;text;;;;Forklar dit valg af egen vurdering;DA
ipw;form1196047x;1196094;Potentiel lÃ¦k af persondata;2322469;;customform;field;radiobutton;;;;Er der tale om en lÃ¦k?;DA
ipw;form1173673;1173673;Erfaringer & Forbedringsmuligheder;2325224;1397446;customformelement;special;;;createdby;;Oprettet af;DA
ipw;form1196047x;1196094;Potentiel lÃ¦k af persondata;2322476;;customform;field;text;;;;Begrundelse;DA
ipw;form2326189;2326189;Studieprojektopgaver;2326190;;customform;field;string;;;;Titel;DA
ipw;form2326189;2326189;Studieprojektopgaver;2326191;;customform;field;html;;;;Evt. uddybning;DA
ipw;form2335303;2335303;Hosting betinget beskrivelser - Kontrakt generator;2335305;;customform;field;radiobutton;;;;Type;DA
ipw;form2335303;2335303;Hosting betinget beskrivelser - Kontrakt generator;2335310;;customform;field;checkbox;;;;Skal vises for eksisterende kunder;DA
ipw;form2335303;2335303;Hosting betinget beskrivelser - Kontrakt generator;2335312;;customform;field;text;;;;Tekst;DA
ipw;form2335303;2335303;Hosting betinget beskrivelser - Kontrakt generator;2335315;;customform;field;string;;;;Overskrift;DA
ipw;form2349291;2349291;Findings - kritikalitet;2349292;;customform;field;string;;;;Tekst;DA
ipw;form2349291;2349291;Findings - kritikalitet;2349293;;customform;field;colorpicker;;;;Farve;DA
ipw;form2253424;2253424;Findings;2349306;2253583;customformelement;field;relation;;;form2349291;Kritikalitet;DA
ipw;form1600633;1600633;Test bandit;2349317;;customform;field;string;;;;NYT FELT;DA
ipw;form1229546;1229546;Udstyr;2349762;;customform;block;;layout_fieldset;;;UdgÃ¥ede felter;DA
ipw;form2350590;2350590;Potentialevurdering;2350863;;customform;block;;layout_fieldset;;;Potentialevurdering;DA
ipw;form2350590;2350590;Potentialevurdering;2350888;2350863;customformelement;field;relation;;;form2368959;Mulig omsÃ¦tning for IPW;DA
ipw;form2350590;2350590;Potentialevurdering;2351509;2350863;customformelement;field;text;;;;Beskrivelse af potentiale;DA
ipw;form1858414;1858414;Esbens hygge formular;2351748;;customform;field;decimal;;;;Test bedst;DA
ipw;form2029737;2029737;Opdateringsindstillinger;2352093;;customform;field;checkbox;;;;Gennemtving udgivelse;DA
ipw;form2350590;2350590;Potentialevurdering;2352893;;customform;block;;layout_fieldset;;;Informationer;DA
ipw;form2350590;2350590;Potentialevurdering;2352894;2352893;customformelement;field;listselect;;;company;Kunde;DA
ipw;form1927875;1927875;Azure - UdlÃ¸b af client secret;2354809;2592044;customformelement;field;checkbox;;;;Ingen udlÃ¸bsdato;DA
ipw;form2177298;2177298;APV tjekliste kontor;2356092;;customform;special;;;created;;Dato udfyldt;DA
ipw;form1683675;1683675;SI - Handleplan;2359113;2359167;customformelement;field;text;;;;Strategisk initiativ;DA
ipw;form1683675;1683675;SI - Handleplan;2359135;;customform;block;;layout_fieldset;;;UdgÃ¥et felter;DA
ipw;form1683675;1683675;SI - Handleplan;2359140;2359169;customformelement;field;riskmatrix;;;;Trafiklys;DA
ipw;form1683675;1683675;SI - Handleplan;2359167;1683680;customformelement;block;;layout_column;;;1;DA
ipw;form1683675;1683675;SI - Handleplan;2359169;1683680;customformelement;block;;layout_column;;;2;DA
ipw;form1683675;1683675;SI - Handleplan;2359174;2359175;customformelement;field;text;;;;Relaterede SWOT elementer;DA
ipw;form1683675;1683675;SI - Handleplan;2359175;1683680;customformelement;block;;layout_column;;;3;DA
ipw;form1683675;1683675;SI - Handleplan;2359187;1683677;customformelement;block;;layout_column;;;2;DA
ipw;form1683793;1683793;SI - Aktiviteter;2359195;;customform;field;url;;;;Evt. link til projektmappe pÃ¥ onedrive;DA
ipw;form1683793;1683793;SI - Aktiviteter;2359198;;customform;field;listselect;;;ipwtask;Opgave til tidsregistrering;DA
ipw;form1683793;1683793;SI - Aktiviteter;2359200;;customform;field;userrelation_multiple;;;;Deltager team;DA
ipw;form1683675;1683675;SI - Handleplan;2361558;2359169;customformelement;field;checkbox;;;;Strategisk pejlemÃ¦rke;DA
ipw;form1683675;1683675;SI - Handleplan;2361561;2359169;customformelement;special;;;layout_fixedimage;;Fremtidsscenarier;DA
ipw;form2350590;2350590;Potentialevurdering;2367377;2352893;customformelement;field;autonum;;;;Nummer;DA
ipw;form2350590;2350590;Potentialevurdering;2367383;2352893;customformelement;special;;;created;;Oprettelsesdato;DA
ipw;form2350590;2350590;Potentialevurdering;2368939;2352893;customformelement;special;;;createdby;;Oprettet af;DA
