,name,fieldlabel
3239,Leverandørreklamation,Fødevaresikkerhed
3240,Leverandørreklamation,Begrund N/A
3241,Leverandørreklamation,Behandles af
3243,Leverandørreklamation,Valgte løsning
3244,Leverandørreklamation,Leverandørens svar
3245,Leverandørreklamation,Årsag
3246,Leverandørreklamation,Send info til bruger(e)
3247,Leverandørreklamation,Er korrigerende handling(er) påkrævet?
3248,Leverandørreklamation,Korrigerende handling(er)
3249,Leverandørreklamation,Angiv hvorfor korrigerende handling(er) ikke er påkrævet
3254,Leverandørreklamation,Deadline for opfølgning
3255,Leverandørreklamation,Dato for reklamation
3256,Leverandørreklamation,Er problemet tilstrækkeligt løst?
3257,Leverandørreklamation,Bemærkninger
3258,Leverandørreklamation,Angiv årsag
3259,Leverandørreklamation,Opfølgning udført d.
3260,Korrigerende handling,Relateret til leverandørreklamation
3261,Handelsvarereklamationer,Ansvarlig
3263,Handelsvarereklamationer,Nummer
3264,Handelsvarereklamationer,Oprettet
3265,Handelsvarereklamationer,Oprettet af
3267,Handelsvarereklamationer,Vælg leverandør
3268,Handelsvarereklamationer,Dato for modtagelse
3270,Handelsvarereklamationer,Produkt
3271,Leverandørreklamationer - emballage og råvarer,Produkt
3272,Leverandørreklamationer - emballage og råvarer,Varenummer
3273,Handelsvarereklamationer,Lot/batch nr.
3274,Handelsvarereklamationer,Holdbarhedsdato
3275,Handelsvarereklamationer,Antal
3276,Handelsvarereklamationer,Enhed
3277,Handelsvarereklamationer,Fejlkategori
3278,Handelsvarereklamationer - Fejlkategori,Fejlkategori
3279,Handelsvarereklamationer - Fejlkode,Fejlkategori
3280,Handelsvarereklamationer - Fejlkode,Fejlkode
3281,Handelsvarereklamationer,Fejlkode
3282,Handelsvarereklamationer,Fødevaresikkerhed
3283,Handelsvarereklamationer,Begrund N/A
3284,Handelsvarereklamationer,Kundens fejlbeskrivelse
3285,Handelsvarereklamationer,Behandles af
3286,Handelsvarereklamationer,Vedhæft billed(er)
3287,Handelsvarereklamationer,Vedhæft fil(er)
3289,Handelsvarereklamationer,Valgt løsning
3290,Handelsvarereklamationer,Leverandørens svar
3291,Handelsvarereklamationer,Er problemet tilstrækkeligt løst?
3292,Handelsvarereklamationer,Årsag
3293,Handelsvarereklamationer,Korrigerende handling
3295,Handelsvarereklamationer,Er korrigerende handling påkrævet?
3296,Handelsvarereklamationer,Angiv hvorfor korrigerende handling(er) ikke er påkrævet
3297,Sensorisk bedømmelse - bedømmelse,Klik på knappen nedenfor for at igangsætte bedømmelsen
3298,Logskema RMM,Kontrol af hele skema
3299,Logskema RMM,Bemærkninger Pga. Genåbning
3300,Leverandørreklamation - Produkter - new,Nr.
3301,Leverandørreklamation - Produkter - new,Beskrivelse
3302,Sensorisk bedømmelse - bedømmelse,Blank linje
3303,Handelsvarereklamationer - produkter,No
3304,Handelsvarereklamationer - produkter,Beskrivelse
3305,Handelsvarereklamationer - produkter,Status
3306,Handelsvarereklamationer - produkter,Mærke
3307,NY - Leverandørreklamationer - leverandører,Nr
3308,NY - Leverandørreklamationer - leverandører,Navn
3309,Morgentælling - indlejret tabel,Kolli-stregkode
3310,Morgentælling - indlejret tabel,Vare beskrivelse
3311,Morgentælling - indlejret tabel,Vare beskrivelse 2
3312,Morgentælling - indlejret tabel,MHT
3313,Morgentælling - indlejret tabel,Antal Kolli
3314,Mortælling,Skemaet
3316,Mortælling,billede
3317,Mortælling,Udfyldt af
3318,Kundereklamation,Vælg kunde
3320,Kundereklamation,Gadenavn
3321,Kundereklamation,Postnr
3322,Kundereklamation,By
3323,Kundereklamation,Telefonnummer
3324,Kundereklamation,E-mail
3325,Kundereklamation,Kontaktperson
3326,Kundereklamation,Kundens reference
3327,Kundereklamation,Behandles af
3329,Kundereklamation,Handling der førte til reklamationen
3330,Kundereklamation,Valgt løsning
3331,Kundereklamation,"Omkostning, kr"
3332,Kundereklamation,Reklamation opstået hos
3333,Kundereklamation,Årsag til reklamationen
3335,Kundereklamation,Send Information til
3337,Kundereklamation,Varenummer
3338,Kundereklamation,Varenavn
3339,Kundereklamation,Antal
3340,Kundereklamation,Enheder
3341,Kundereklamation,Batchnr
3342,Kundereklamation,Fejlkode
3343,Kundereklamation,Kundens fejlbeskrivelse
3344,Kundereklamation,Oprettet af
3345,Kundereklamation,Oprettet
3346,Kundereklamation,Vedhæft filer
3347,Kundereklamation,Nummer
3348,Afvigelse,Nummer
3349,Afvigelse,Oprettet
3350,Afvigelse,Oprettet af
3353,Afvigelse,Afvigelsestype
3354,Afvigelse,Vælg behandler
3355,Afvigelse,Beskrivelse af afvigelsen
3356,Afvigelse,Det har jeg gjort
3357,Afvigelse,Afvigelsen skete den
3358,Afvigelse,Vedhæft filer
3360,Afvigelse,Korrigerende handling
3361,Afvigelse,Udført dato
3362,Afvigelse,Ansvarlig
3363,Afvigelse,"Korrigerende handlinger med ansvarlig og deadline oprettes separat i fanebladet her på afvigelsesformularen, ELLER..."
3364,Afvigelse,Bemærkning
3370,Forbedringsforslag,Nummer
3371,Forbedringsforslag,Oprettet af
3372,Forbedringsforslag,Oprettet
3373,Forbedringsforslag,Evt. relateret Intern Audit nr.
3374,Forbedringsforslag,Afdeling
3375,Forbedringsforslag,Overskrift
3376,Forbedringsforslag,Forslag til forbedring / løsning
3377,Forbedringsforslag,Anslåede omkostninger (DKK)
3378,Forbedringsforslag,Faktiske omkostninger (DKK)
3379,Forbedringsforslag,Vælg beslutningstager
3380,Forbedringsforslag,Prioritet
3381,Forbedringsforslag,Beskrivelse af implementering
3382,Forbedringsforslag,Ansvarlig for implementering
3383,Forbedringsforslag,Deadline for implementering
3384,Forbedringsforslag,Implementeret dato
3385,Forbedringsforslag,Bemærkning
3386,Forbedringsforslag,Opfølgning foretaget
3387,Forbedringsforslag,Konklusion
3392,Audit,Nummer
3393,Audit,Oprettet af
3394,Audit,Oprettelsesdato
3395,Audit,Audit Område
3396,Audit,Auditdato
3397,Audit,Ledende auditor
3398,Audit,Assisterende auditor
3399,Audit,Deltagere
3400,Audit,Auditresultat - resumé
3401,Audit,Send info til brugere
3402,Audit,Send info til brugergrupper
3403,Audit,Opfølgning foretaget
3404,Audit,Kommentarer
3405,Audit,Reel forbedring?
3406,Audit,Vedhæft filer
3411,Korrigerende handling,Oprettet
3412,Korrigerende handling,Oprettet af
3413,Korrigerende handling,Ansvarlig
3414,Korrigerende handling,Nummer
3415,Korrigerende handling,Evt. relateret afvigelse
3416,Korrigerende handling,Følgende udføres
3417,Korrigerende handling,Deadline
3418,Korrigerende handling,Vælg ansvarlig
3419,Korrigerende handling,Hvad er udført
3420,Korrigerende handling,Udført dato
3421,Korrigerende handling,Verificeret dato
3422,Korrigerende handling,Kommentar
3423,Kundereklamation,Ansvarlig
3424,Kundereklamation,Korrigerende/Forebyggende handlinger med ansvarlig og deadline oprettes separat i fanebladet her øverst på blanketten
3425,Korrigerende handling,Evt. relateret reklamation
3426,Reklamationer - Fejlkode,Tekst
3427,Reklamation - Valgt løsning,Tekst
3428,Reklamation - Årsag,Tekst
3429,Reklamation - Opstået hos,Tekst
3430,Afvigelse,Relateret til Audit nr.
3431,Forbedringsforslag,Ansvarlig
3432,Afdelinger,Afdeling
3433,Afvigelse - Afvigelsestyper,Afdeling
3434,Afvigelse,Afdeling
3435,Kunde,Kundenummer
3436,Kunde,Kundenavn
3437,Kunde,Adresse 1
3438,Kunde,Adresse 2
3439,Kunde,Telefonnummer
3440,Kunde,Postnummer
3441,Kunde,By
3442,Kundereklamation,Navn
3443,Audit,Ansvarlig
3444,Audit,Type
3445,Audit,Tidspunkt (00:00)
3446,Audit,Relaterede standarder
3447,Audit,Komplet auditrapport er vedhæftet?
3449,Afvigelse,Risikovurdering
3450,Afvigelse - Afvigelsestyper,Afvigelsestype
3451,Afvigelse,Årsagsanalyse
3452,Afvigelse,Korrektion
3453,Forbedringsforslag,Vedhæft fil(er)
3455,Besigtigelses notat,Adresse
3456,Besigtigelses notat,Rekvirent
3457,Besigtigelses notat,Rapportdato
3459,Besigtigelses notat,Postnummer
3460,Besigtigelses notat,By
3461,Besigtigelses notat,Udførende murer
3462,Besigtigelses notat,Stentype
3463,Besigtigelses notat,Byggeperiode
3464,Besigtigelses notat,Mørteltype
3465,Besigtigelses notat,Mørtelproducent
3466,Besigtigelses notat,Hustype
3467,Besigtigelses notat,Problemstilling
3469,Besigtigelses notat,Beskrivelse af opgaven
3470,Besigtigelses notat,Billede af hus
3471,Stentype,Stentype
3472,Mørteltype,Mørteltype
3473,Mørteltype,Mørtelproducent
3474,Besigtigelsesnotat - Problemstillinger,Problemstilling
3475,Besigtigelses notat,Vedhæft fil(er)
3476,Besigtigelses notat,Udførende person
3477,Besigtigelsesnotat - Ansvarlig for godkendelse,Udførende bruger
3478,Besigtigelsesnotat - Ansvarlig for godkendelse,Ansvarlig for godkendelse
3479,Besigtigelses notat,Godkendes af
3481,Besigtigelses notat,Kommentar
3482,Besigtigelses notat,Konstruktionstype
3483,Konstruktionstype,Konstruktionstype
3484,Hustype,Hustype
3485,Besigtigelses notat,Stadie
3486,Besigtigelses notat,Oprettet af
3487,Besigtigelses notat,Ansvarlig
3488,Besigtigelses notat,Typehuskunde
3489,Typehuskunde,Typehuskunde
3490,Besigtigelses notat,Billede beskrivelse:
3492,Besigtigelses notat,Indlejret tabel
3493,Yderligere billeder - indlejret tabel,Billede
3494,Yderligere billeder - indlejret tabel,Beskrivelse
3495,Besigtigelses notat,Nummer
3496,Besigtigelses notat,Teglproducent
3497,Teglproducent,Teglproducent
3498,Mørtelproducent,Mørtelproducent
3499,Besigtigelses notat,Blank linje
3500,Besigtigelses notat,Blank linje
3501,Besigtigelses notat,Rekvirentens e-mail adresse
3502,Besigtigelses notat,Rapport senders også til
3503,Projektområde,Tekst
3504,Interessenter,Projekt nr
3505,Interessenter,Interessent
3506,Interessenter,Interessentens vigtighed
3507,Interessenter,Fordele for interessenten
3508,Produkterne,Projekt nr
3509,Produkterne,Titel
3510,Produkterne,Ansvarlig
3511,Produkterne,Planlagt deadline
3512,Produkterne,Fremdrift for arbejdspakke
3513,Produkterne,Arbejdspakke beskrivelse
3514,Mødereferater ,Projekt nummer
3515,Mødereferater ,Mødetype
3516,Mødereferater ,Mødeemne
3517,Mødereferater ,Dato
3518,Mødereferater ,Deltagere
3519,Mødereferater ,Referent
3520,Tekststreng,Tekst
3521,Mødereferater ,Dagsorden / Drøftede emner
3522,Mødereferater ,Referat
3523,Mødereferater ,.
3524,Interessenter,Ulemper for interessenten
3525,Tekststreng 1,teksttekst
3526,Produkterne,Hovedprodukt 
3527,Produkterne,Planlagt timeforbrug
3528,Produkterne,Planlagte økonomiske ressourcer
3529,Produkterne,Dokumentation
3530,Timeforbrug,Projekt nr
3531,Timeforbrug,Timeforbrug
3532,Timeforbrug,Hovedprodukt nr.
3533,Timeforbrug,Arbejdspakke nr.
3534,Timeforbrug,Bemærkning
3535,Timeforbrug,Oprettet af
3536,Produkterne,Arbejdspakke godkendt
3537,Interessenter,Interessentens rolle
3538,Interessenter,Tildeling af rolle i projektet
3539,Mødetype,Tekst
3540,Risikolog,Risiko ID
3541,Risikoreaktion,Tekst
3542,Nærhed,Tekst
3543,Risikokategori,Tekst
3544,Status,Tekst
3545,Brugergrupper,Tekst
3546,Risikolog,Forfatter
3547,Risikolog,Dato
3548,Risikolog,Beskrivelse af risiko
3549,Risikolog,Risikotype
3550,1 til 5 skala,Tekst
3551,Risikolog,Konsekvens
3552,Risikolog,Sandsynlighed
3553,Risikolog,Nærhed
3554,Risikolog,Risiko
3555,Risikolog,Risikoreaktion
3556,Risikolog,Reaktionstype
3557,Risikolog,Ejer
3558,Risikolog,Opdateret
3559,Risikolog,Status for risikoreaktion
3560,Risikolog,Projekt nr
3563,Kommunikationslog,Projekt nr
3564,Kommunikationslog,Interessent 
3565,Kommunikationslog,Information skal leveres
3566,Faser og milepæle,Tekst
3569,Kommunikationslog,Ansvarlig for kommunikation
3570,Kommunikationslog,Summen af de enkelte kommunikationsaktiviteter danner KOMMUNIKATIONSPLANEN. Planen kan ses og udskrives via statistikvisning. 
3571,Kommunikationslog,Udført dato 
3572,Dagslog,Projekt nr
3573,Dagslog,Hændelses beskrivelse
3574,Dagslog,Eventuel handling
3575,Dagslog,Ansvarlig
3576,Dagslog,Afsluttet
3577,Dagslog,Resultater
3578,Dagslog,Oprettet den
3579,Dagslog,Oprettet af
3580,Processer ,Tekst
3581,Emneregister,Projekt nr
3582,Emneregister,Emne ID
3583,Emneregister,Emne type
3584,Emne typer,Tekst
3585,Emneregister,Oprettet af
3586,Emneregister,log-dato
3587,Emneregister,Beskrivelse af emne
3588,Emneregister,Prioritet
3589,Emneregister,Konsekvens for
3590,Emneregister,Ansvarlig
3591,Emneregister,Frist for handling
3592,Emneregister,Handlingen afsluttet
3593,Emneregister,Resultater
3594,Emneregister,Handling
3595,Erfaringslog,Projekt nr
3596,Erfaringslog,Prince2 fase
3597,Erfaringslog,Erfaringsområde
3598,Erfaringslog,Beskrivelse af erfaringen
3599,Erfaringslog,Effekt
3600,Erfaringslog,Årsag / triggers
3601,Erfaringslog,Anbefaling/handling
3602,Erfaringslog,log-dato
3603,Erfaringslog,Oprettet af 
3604,Erfaringslog,Prioritet
3605,Erfaringslog,Ejer
3606,Erfaringslog,- - - - - -
3607,Erfaringslog,- - - - - -
3608,Erfaringslog,Afsluttet
3609,Emneregister,- - - - - -
3610,Emneregister,- - - - - -
3611,Emneregister,- - - - - -
3612,Processer i Prince2,Tekst
3613,Dagslog,Prince2 fase
3614,Dagslog,Proces i Prince2
3615,Kommunikationslog,Prince2 faser
3616,Kommunikationslog,Proces i Prince2
3617,Risikolog,Prince2 fase
3618,Risikolog,Proces i Prince2
3619,Emneregister,Prince2 fase
3620,Emneregister,Proces i Prince2
3621,Erfaringslog,Proces i Prince2
3622,Statusrapport,Projekt nr
3623,Statusrapport,Prince2 fase
3624,Statusrapport,Proces i Prince2
3625,Statusrapport,Oprettet den
3626,Statusrapport,Oprettet af
3627,Statusrapport,- - - - - - 
3628,Statusrapport,Emnerapport opdateret
3629,Statusrapport,Erfaringsrapport opdateret
3630,Statusrapport,Risikorapport opdateret
3631,Statusrapport,Arbejdspakker opdateret
3632,Statusrapport,- - - - - -
3633,Statusrapport,Konklusion
3634,Statusrapport,Godkendt
3635,Statusrapport,Godkendt af
3636,Statusrapport,Dato
3637,Statusrapport,Business Case opdateret
3638,Prioritet,Tekst
3639,Produkterne,Prince2 fase
3640,Produkterne,Proces i Prince2
3641,Interessenter,Prince2 fase
3642,Interessenter,Proces i Prince2
3644,Business Case,Projekt nr.
3645,Business Case,Projekttype
3646,Business Case,Begrundelser
3647,Business Case,Forretningsmuligheder
3648,Business Case,Succeskriterier
3649,Business Case,Tidshorisont
3650,Business Case,Totale omkostninger
3652,Business Case,Totale timeforbrug
3653,Business Case,Investeringsvurdering
3654,Business Case,Væsentlige risici
3655,Business Case,PID uploaded
3656,Business Case,Tidslinievisning uploaded
3657,Business Case,Upload filer som bilag
3659,Business Case,Prince2 fase
3660,Business Case,Proces i Prince2
3661,Projektportefølje,Projekt nr.
3662,Projektportefølje,Oprettet den
3663,Projektportefølje,Oprettet af
3664,Projektportefølje,Projekttype
3665,Projektportefølje,Projektets titel
3666,Produkterne,Acceptkriterier
3667,Prince2 Faser,Tekst
3669,Statusrapport,Næste fase planlagt
3672,Projektportefølje,Projektets formål
3673,Projektportefølje,Projektets mål
3674,Projektportefølje,Projektets omfang
3675,Projektportefølje,Succeskriterier
3676,Projektportefølje,Begrænsninger
3677,Projektportefølje,Kendte interessenter
3678,Projektportefølje,Grænseflader til andre projekter
3679,Projektportefølje,Projektfremgangsmåde
3681,Projektportefølje,Styregruppeformand
3682,Projektportefølje,Projektleder
3683,Projektportefølje,Projektdeltagere
3685,Projektportefølje,Projektorganisationens struktur 
3686,Projektportefølje,Roller og ansvar 
3687,Projektportefølje,Kvalitetsstyringsstrategi 
3688,Projektportefølje,Konfigurationsstyringsstrategi 
3689,Projektportefølje,Risikostyringsstrategi 
3690,Projektportefølje,Kommunikationsstyringsstrategi 
3691,Projektportefølje,Upload filer som bilag
3692,Projektportefølje,Tilpasning til Prince2
3693,Projektportefølje,Kommentarer
3694,Business Case,Projektets titel
3695,Projektportefølje,Godkendt
3696,Projektportefølje,Dato
3697,Projektportefølje,Godkendt af
3698,Projektportefølje,.
3699,Kommunikationslog,- - - - - -
3700,Kommunikationslog,- - - - - -
3702,Statusrapport,Status
3704,Statusrapport,Konklusion - beskrivelse
3705,Statusrapport,- - - - - -
3706,Business Case,Hovedprodukter
3707,Projektportefølje,.
3708,Produkterne,Hovedprodukt nr
3709,Produkterne,Kommentarer
3710,Dagslog,Titel
3711,Kommunikationslog,Informationsbehov
3712,Kommunikationslog,Kommunikationsmedie
3713,Kommunikationslog,Virkningen
3714,Kommunikationslog,Kommunikationens hyppighed
3715,Produkterne,Arbejdspakke nr.
3716,Interessenter,Projektets titel
3718,Interessenter,Interessentens bidrag
3720,Business Case,Aktuelt timeforbrug
3721,Emneregister,Status for handlingen
3724,Dagslog,Hændelses ID
3728,Statusrapport,Styregruppeformand
3729,Statusrapport,Kommentarer til næste fase
3730,Aktioner fra møder,Oprettet den
3731,Aktioner fra møder,Dagsorden nr.
3732,Aktioner fra møder,Aktion
3733,Aktioner fra møder,Ansvarlig
3734,Aktioner fra møder,Deadline
3735,Aktioner fra møder,Udført
3736,Aktioner fra møder,Kommentar
3737,Reklamation,Vælg kunde
3739,Reklamation,Gadenavn
3740,Reklamation,Postnr
3741,Reklamation,By
3742,Reklamation,Land
3743,Reklamation,E-mail
3744,Reklamation,Kontaktperson
3745,Reklamation,Kundens reference
3746,Reklamation,Behandles af
3748,Reklamation,Årsag til reklamationen (Root Cause)
3749,Reklamation,Valgt løsning
3750,Reklamation,Omkostning reklamation
3751,Reklamation,Reklamation opstået hos
3752,Reklamation,Årsag til reklamationen
3754,Reklamation,Send orientering til
3756,Reklamation,Varenummer
3757,Reklamation,Varenavn
3758,Reklamation,Antal
3759,Reklamation,Enheder
3760,Reklamation,Batchnr
3761,Reklamation,Fejlkode
3762,Reklamation,Kundens fejlbeskrivelse
3763,Reklamation,Oprettet af
3764,Reklamation,Oprettet
3765,Reklamation,Vedhæft filer
3766,Reklamation,Nr.
3767,Afvigelse,Nummer
3768,Afvigelse,Oprettet
3769,Afvigelse,Oprettet af
3772,Afvigelse,Afvigelseskategori
3773,Afvigelse,Hvem skal behandle afvigelsen?
3774,Afvigelse,Beskrivelse af afvigelsen
3775,Afvigelse,Det har jeg gjort for at stoppe afvigelsen
3776,Afvigelse,Afvigelsen skete den
3777,Afvigelse,Vedhæft dokumentation
3779,Afvigelse,Korrigerende handling
3780,Afvigelse,Udført dato
3781,Afvigelse,Ansvarlig
3782,Afvigelse,Konklusion
3788,Forbedringsforslag,Nummer
3789,Forbedringsforslag,Oprettet af
3790,Forbedringsforslag,Oprettet
3791,Forbedringsforslag,Relateret til:
3792,Forbedringsforslag,Vedrører afdeling
3793,Forbedringsforslag,Overskrift
3794,Forbedringsforslag,Forbedringsforslag:
3795,Forbedringsforslag,Anslåede omkostninger
3796,Forbedringsforslag,Faktiske omkostninger
3797,Forbedringsforslag,Vælg beslutningstager
3798,Forbedringsforslag,Prioritet
3799,Forbedringsforslag,Beskrivelse af udførsel
3800,Forbedringsforslag,Udføres af:
3801,Forbedringsforslag,Deadline for udførsel
3802,Forbedringsforslag,Implementeret dato
3803,Forbedringsforslag,Bemærkning til udførsel
3804,Forbedringsforslag,Opfølgning foretaget
3805,Forbedringsforslag,Konklusion
3809,Audit,Nummer
3810,Audit,Oprettet af
3811,Audit,Oprettelsesdato
3812,Audit,Audit Område
3813,Audit,Auditdato
3814,Audit,Auditor
3815,Audit,Deltagere (Ledere og medarbejdere)
3816,Audit,Auditresultat - resumé
3817,Audit,Send info til brugere
3818,Audit,Send info til brugergrupper
3819,Audit,Opfølgning foretaget
3820,Audit,Kommentarer
3821,Audit,Reel forbedring?
3822,Audit,Vedhæft filer
3827,Korrigerende handling,Oprettet
3828,Korrigerende handling,Oprettet af
3829,Korrigerende handling,Ansvarlig
3830,Korrigerende handling,Nummer
3831,Korrigerende handling,Fra afvigelse
3832,Korrigerende handling,Følgende udføres:
3833,Korrigerende handling,Deadline for udførelse
3834,Korrigerende handling,Ansvarlig for udførelse
3835,Korrigerende handling,Hvad er konkret udført
3836,Korrigerende handling,Udført dato
3837,Korrigerende handling,Tiltag evalueret den:
3838,Korrigerende handling,Kommentar til evaluering
3839,Reklamation,Ansvarlig
3840,Reklamation,<b>Korrigerende handling oprettes separat i fanebladet her øverst på blanketten <b>
3841,Korrigerende handling,Fra reklamation
3842,Reklamationer - Fejlkode,Tekst
3843,Reklamation - Valgt løsning,Tekst
3844,Reklamation - Årsag,Tekst
3845,Reklamation - Opstået hos,Tekst
3846,Afvigelse,Relateret til Audit nr.
3847,Forbedringsforslag,Ansvarlig
3848,Afvigelse - Fejlkategori,Fejlkategori
3849,Afvigelse - Fejlkode,Fejlkategori
3850,Afvigelse,Afvigelsestype
3851,Kundekartotek,Kundenummer
3852,Kundekartotek,Kundenavn
3853,Kundekartotek,Adresse
3854,Kundekartotek,Evt. stednavn
3855,Kundekartotek,Land
3856,Kundekartotek,Postnummer
3857,Kundekartotek,By
3858,Reklamation,Navn
3859,Audit,Ansvarlig
3860,Audit,Type
3861,Audit,Tidspunkt
3862,Audit,Relaterede standarder
3863,Audit,Komplet auditrapport er vedhæftet?
3865,Afvigelse,Risikovurdering
3866,Afvigelse - Fejlkode,Fejlkode
3868,SOP - formular,Varenr.
3869,SOP - formular,Område
3870,SOP - formular,Proces
3871,SOP - formular,Formål
3872,SOP - formular,Generelle anvisninger
3873,SOP - formular,Bemærkning
3875,SOP - formular,Kapitler
3876,SOP - Kapitler,Nr.
3877,SOP - Kapitler,Overskrift
3878,SOP - Kapitler,Tekst
3879,SOP - Kapitler,Billede
3880,SOP - Proces,Proces
3881,SOP - Kapitler,"Link til Youtube, Vimeo eller MS stream video"
3882,Reklamation,Reklamations nr.
3883,Korrigerende handling,Kundenavn
3884,Korrigerende handling,Kundens fejlbeskrivelse
3885,Reklamation,Omkostning korrigerende handlinger (DKK)
3886,Risikoniveauer,Niveau
3887,Risikoniveauer,Farve
3888,Afvigelse,Send orientering til
3889,Korrigerende handling,Reinstruktion nødvendig
3890,Korrigerende handling,Instruktioner
3891,Afvigelse,Er analyse nødvendig?
3893,Afvigelse,Skabelon Fiskeben
3894,Afvigelse,8D Rapporter
3895,Afvigelse,5 x Hvorfor
3896,Afvigelse,Blank 20
3897,Afvigelse,Udfyldte analyser
3898,Kundekartotek,Kundens kontaktperson
3899,Kundekartotek,Stilling
3900,Kundekartotek,Telefonnummer
3901,Kundekartotek,Email
3902,Kundekartotek,Navn på overordnet
3903,Kundekartotek,Telefonnummer
3904,Kundekartotek,Telefonnummer
3905,Kundekartotek,Email
3906,Kundekartotek,CVR-Nr
3907,Kundekartotek,Delstat el. Region
3908,Kundekartotek,EU
3909,Kundekartotek,Tidszone
3910,Kundekartotek,Vores kontaktperson
3911,Kundekartotek,Kommunikationsform
3912,Kundekartotek,Kommentar
3913,Kundekartotek,Certifikater
3914,Kundekartotek,Segment
3915,Kundekartotek,Kendte lukkedage / Helligdage
3916,Kundekartotek,Egen RSL
3917,Kundekartotek,MRSL
3920,Kundekartotek,Telefonnummer
3921,Kundekartotek,Sekundær kontaktperson
3922,Kundekartotek,Telefonnummer
3923,Kundekartotek,Telefonnummer
3924,Kundekartotek,Email
3926,Kundekartotek,Kunde siden
3927,Kunde - Kommunikationform,Kommunikationsform
3928,Kunde - Kommunikationform,Sort
3929,Kunde - Tidszoner,Sort
3930,Kunde - Tidszoner,Tidszoner
3931,Kundekartotek,Vedhæft fil
3932,Kundekartotek,Dato for upload
3933,Kundekartotek,Vedhæft fil
3934,Kundekartotek,Dato for upload
3935,Kunde - Certifikater indlejret tabel,Certifikat
3936,Kunde - Certifikater indlejret tabel,Vedhæft fil
3937,Kunde - Certifikater indlejret tabel,Gyldig til
3938,Kundekartotek,Åbningstider
3939,Kundekartotek,Kontaktperson Quality & Compliance
3940,Kundekartotek,Email
3941,Kemikalier - Liste,Produkt
3942,EHS - Tilløb Til Ulykker,Navn
3943,EHS - Tilløb Til Ulykker,Dato for hændelsen
3945,EHS - Tilløb Til Ulykker,Risikovillighed
3947,EHS - Tilløb Til Ulykker,Manglende opmærksomhed
3948,EHS - Tilløb Til Ulykker,Overholder ikke sikre rutiner eller aftaler
3949,EHS - Tilløb Til Ulykker,"Forkert håndtering, løft eller transport"
3950,Produktudvikling - hjælpetabel,Beskrivelse
3951,Produktudvikling - hjælpetabel,Ja - Nej - N/A
3952,Produktudvikling - hjælpetabel,Rækkefølge
3954,EHS - Tilløb Til Ulykker,"Gulve: Glat, huller, fedtede, løse genstande"
3955,EHS - Tilløb Til Ulykker,Ingen eller dårlig skiltning
3956,EHS - Tilløb Til Ulykker,Defekt udstyr eller manglende afskærmning
3957,EHS - Tilløb Til Ulykker,"Elektriske dele: Kabler, stik, dåser"
3958,EHS - Tilløb Til Ulykker,Mangler: Vedligehold eller rengøring
3960,EHS - Tilløb Til Ulykker,"Glid, snubln, fald"
3961,EHS - Tilløb Til Ulykker,Ramt af køretøj
3962,EHS - Tilløb Til Ulykker,Ramt af genstand
3963,EHS - Tilløb Til Ulykker,Risiko for skade på muskel eller skelet
3964,EHS - Tilløb Til Ulykker,Fald fra højde
3965,EHS - Tilløb Til Ulykker,Brandfare
3966,EHS - Tilløb Til Ulykker,Ramt mod noget stationært
3967,EHS - Tilløb Til Ulykker,Klemt/fanget mellem emner
3968,EHS - Tilløb Til Ulykker,Kontakt med bevægelige dele
3969,EHS - Tilløb Til Ulykker,Kontakt med kemi
3970,Kalkreceptur,Receptur
3971,EHS - Arbejdsulykker,Findes der en arbejdsinstruktion?
3972,Kontrol af vægte - Garveri,Dato
3973,Kontrol af vægte - Garveri,Valke 1
3974,Kontrol af vægte - Garveri,Valke 2
3975,Kontrol af vægte - Garveri,Valke 3
3976,Kontrol af vægte - Garveri,Valke 4
3977,Kontrol af vægte - Garveri,Valke 5
3978,Forbedringsforslag,Kommentar
3979,Kontrol af vægte - Garveri,Valke 6
3980,Kontrol af vægte - Garveri,Valke 7
3981,Kontrol af vægte - Garveri,Valke 8
3982,Kontrol af vægte - Garveri,Valke 9
3983,Kontrol af vægte - Garveri,Valke 1
3984,Kontrol af vægte - Garveri,Valke 2
3985,Kontrol af vægte - Garveri,Valke 3
3987,Kontrol af vægte - Garveri,Valke 4
3988,Kontrol af vægte - Garveri,Valke 5
3989,Kontrol af vægte - Garveri,Valke 6
3990,Kontrol af vægte - Garveri,Valke 7
3991,Kontrol af vægte - Garveri,Valke 8
3992,Kontrol af vægte - Garveri,Valke 9
3993,Kontrol af vægte - Garveri,Kalkvalker
3994,Kontrol af vægte - Garveri,Garvevalker
3995,Kontrol af vægte - Garveri,Kalkbro
3996,Kontrol af vægte - Garveri,Garvebro
3997,Kontrol af vægte - Garveri,Kommentar:
3998,EHS - Tilløb Til Ulykker,Ønsker du at blive kontaktet i fortrolighed?
3999,EHS - Tilløb Til Ulykker,Telefonnummer
4000,EHS - Tilløb Til Ulykker,Lønnummer
4001,EHS - Tilløb Til Ulykker,Mail
4002,EHS - Tilløb Til Ulykker,Evt. upload foto
4003,Områder på Scan-Hide,Navn
4004,EHS - Tilløb Til Ulykker,Kontakt med elektriske dele/stød
4005,EHS - Tilløb Til Ulykker,Kvælning/Drukning
4006,EHS - Tilløb Til Ulykker,Mobning eller forskelsbehandling
4007,EHS - Tilløb Til Ulykker,Fysisk overfald/Vold
