"Kunde","customname","customform","name","fieldobjectid","fieldparentid","fieldparenttype","elementtype","fieldtype","blocktype","specialtype","fieldrelation","fieldlabel","language"
loegismose,form15344,15344,Logskema RMM,15515,"15447",customformelement,field,text,"","","",Bemærkninger/Afvigelser,DA
loegismose,form15344,15344,Logskema RMM,15520,"15447",customformelement,field,radiobutton,"","","",Kommer fyld fra anden dato?,DA
loegismose,form15344,15344,Logskema RMM,15521,"15447",customformelement,field,decimal,"","","",Hvilket UID er fyldet fra,DA
loegismose,form15344,15344,Logskema RMM,15532,"",customform,block,"",layout_fieldset,"","",Kontrol senest dagen efter,DA
loegismose,form15344,15344,Logskema RMM,15534,"15532",customformelement,field,checkbox,"","","",Tjek af Korrekt Sleeve med datomærkning og Kollietiket,DA
loegismose,form15344,15344,Logskema RMM,15535,"15349",customformelement,field,imagethumbattach,"","","",Billede af Kollilabel,DA
loegismose,form15344,15344,Logskema RMM,15537,"15532",customformelement,field,confirmcheckbox,"","","",Tidsstempel,DA
loegismose,form15344,15344,Logskema RMM,15542,"15532",customformelement,field,combo,"","","",Udført af:,DA
loegismose,form14300,14300,Produkter til Produktionsskema RMM samt log,15573,"",customform,field,string,"","","",Holdbarhed,DA
loegismose,form15344,15344,Logskema RMM,15576,"15349",customformelement,field,integer,"","","",Holdbarhed i dage,DA
loegismose,form15344,15344,Logskema RMM,16065,"15349",customformelement,field,confirmcheckbox,"","","",Tidsstempel,DA
loegismose,form15344,15344,Logskema RMM,16072,"15349",customformelement,special,"","",layout_linebreak,"",tomt felt,DA
loegismose,form15344,15344,Logskema RMM,16079,"15349",customformelement,field,radiobutton,"","","",Er der Bemærkninger?,DA
loegismose,form15344,15344,Logskema RMM,16085,"15349",customformelement,field,text,"","","",Bemærkninger/Afvigelser,DA
loegismose,form15344,15344,Logskema RMM,16093,"15349",customformelement,special,"","",layout_linebreak,"",tomt felt,DA
loegismose,form15344,15344,Logskema RMM,16098,"15349",customformelement,special,"","",layout_linebreak,"",tomt felt,DA
loegismose,form18366,18366,Sensorisk bedømmelse - Oprettelse,18372,"",customform,block,"",layout_fieldset,"","",Stamdata,DA
loegismose,form18366,18366,Sensorisk bedømmelse - Oprettelse,18376,"18372",customformelement,field,date,"","","",Dato for sensorisk bedømmelse,DA
loegismose,form18366,18366,Sensorisk bedømmelse - Oprettelse,18382,"18372",customformelement,field,date,"","","",Deadline for sensorisk bedømmelse,DA
loegismose,form18366,18366,Sensorisk bedømmelse - Oprettelse,18386,"18372",customformelement,field,integer,"","","",Antal sensoriske bedømmelser der skal oprettes,DA
loegismose,form18366,18366,Sensorisk bedømmelse - Oprettelse,18390,"18372",customformelement,field,integer,"","","",Åbne bedømmelser,DA
loegismose,form18366,18366,Sensorisk bedømmelse - Oprettelse,18396,"",customform,block,"",layout_fieldset,"","",Produkter der skal bedømmes,DA
loegismose,form18400,18400,Sensorisk bedømmelse - Indlejret tabel ved oprettelse,18401,"",customform,field,relation,"","",form11737,Produkt,DA
loegismose,form11737,11737,Kundereklamation - produkter,18402,"",customform,field,string,"","","",Produktnummer,DA
loegismose,form18400,18400,Sensorisk bedømmelse - Indlejret tabel ved oprettelse,18412,"",customform,field,checkbox,"","","",Udløbet,DA
loegismose,form18400,18400,Sensorisk bedømmelse - Indlejret tabel ved oprettelse,18413,"",customform,field,date,"","","",MHT,DA
loegismose,form18400,18400,Sensorisk bedømmelse - Indlejret tabel ved oprettelse,18414,"",customform,field,decimal,"","","",PH/ILT,DA
loegismose,form18400,18400,Sensorisk bedømmelse - Indlejret tabel ved oprettelse,18415,"",customform,field,decimal,"","","",Temperatur (°C),DA
loegismose,form18417,18417,Sensorisk bedømmelse - Indlejret tabel ved bedømmelse,18418,"",customform,field,relation,"","",form11737,Produkt,DA
loegismose,form18422,18422,Sensorisk bedømmelse - Valgmuligheder i smag og udseende,18423,"",customform,field,string,"","","",Valgmulighed,DA
loegismose,form18422,18422,Sensorisk bedømmelse - Valgmuligheder i smag og udseende,18425,"",customform,field,integer,"","","",Rækkefølge,DA
loegismose,form18417,18417,Sensorisk bedømmelse - Indlejret tabel ved bedømmelse,18433,"",customform,field,relation,"","",form18422,Smag,DA
loegismose,form18417,18417,Sensorisk bedømmelse - Indlejret tabel ved bedømmelse,18435,"",customform,field,relation,"","",form18422,Udseende,DA
loegismose,form18366,18366,Sensorisk bedømmelse - Oprettelse,18811,"18396",customformelement,field,inline,"","",form18400,Indlejret tabel,DA
loegismose,form18819,18819,Sensorisk bedømmelse - bedømmelse,18822,"18839",customformelement,field,inline,"","",form18417,Indlejret tabel - bedømmelse,DA
loegismose,form18366,18366,Sensorisk bedømmelse - Oprettelse,18825,"",customform,special,"","",layout_fixedimage,"",Logo,DA
loegismose,form18819,18819,Sensorisk bedømmelse - bedømmelse,18829,"",customform,special,"","",layout_fixedimage,"",Logo,DA
loegismose,form18366,18366,Sensorisk bedømmelse - Oprettelse,18834,"",customform,special,"","",layout_linebreak,"",Blank linje,DA
loegismose,form18819,18819,Sensorisk bedømmelse - bedømmelse,18839,"",customform,block,"",layout_fieldset,"","",Bedømmelse,DA
loegismose,form18819,18819,Sensorisk bedømmelse - bedømmelse,18842,"",customform,special,"","",layout_linebreak,"",Blank linje,DA
loegismose,form18417,18417,Sensorisk bedømmelse - Indlejret tabel ved bedømmelse,18846,"",customform,field,string,"","","",Kommentar,DA
loegismose,form18819,18819,Sensorisk bedømmelse - bedømmelse,18857,"",customform,block,"",layout_fieldset,"","",Info,DA
loegismose,form18819,18819,Sensorisk bedømmelse - bedømmelse,18860,"18857",customformelement,special,"","",created,"",Oprettet,DA
loegismose,form18819,18819,Sensorisk bedømmelse - bedømmelse,18863,"18857",customformelement,field,relation,"","",form18366,Relateret til hovedformular,DA
loegismose,form18819,18819,Sensorisk bedømmelse - bedømmelse,18866,"18857",customformelement,field,date,"","","",Deadline for bedømmelse,DA
loegismose,form18366,18366,Sensorisk bedømmelse - Oprettelse,18870,"18372",customformelement,field,autonum,"","","",Nummer,DA
loegismose,form18366,18366,Sensorisk bedømmelse - Oprettelse,19176,"18372",customformelement,field,integer,"","","",Antal afsluttede bedømmelser,DA
loegismose,form11737,11737,Kundereklamation - produkter,19767,"",customform,field,string,"","","",Stregkode,DA
loegismose,form18366,18366,Sensorisk bedømmelse - Oprettelse,20496,"18372",customformelement,field,integer,"","","",Antal udløbne bedømmelser,DA
loegismose,form20710,20710,Indlejret tabel - billeder,20711,"",customform,field,imagethumbattach,"","","",Billede,DA
loegismose,form876,876,Kundereklamation,20714,"901",customformelement,field,inline,"","",form20710,Billeder,DA
loegismose,form1089,1089,Afvigelse,20719,"1095",customformelement,field,inline,"","",form20710,Billeder,DA
loegismose,form18819,18819,Sensorisk bedømmelse - bedømmelse,20935,"18857",customformelement,special,"","",state,"",Status,DA
loegismose,form21811,21811,Leverandørreklamation,21812,"21830",customformelement,special,"","",responsible,"",Ansvarlig,DA
loegismose,form21811,21811,Leverandørreklamation,21830,"",customform,block,"",layout_fieldset,"","",Info,DA
loegismose,form21811,21811,Leverandørreklamation,21835,"21830",customformelement,field,autonum,"","","",Nummer,DA
loegismose,form21811,21811,Leverandørreklamation,21840,"21830",customformelement,special,"","",created,"",Oprettet,DA
loegismose,form21811,21811,Leverandørreklamation,21845,"21830",customformelement,special,"","",createdby,"",Oprettet af,DA
loegismose,form21811,21811,Leverandørreklamation,21850,"",customform,block,"",layout_fieldset,"","",Leverandøroplysninger,DA
loegismose,form21811,21811,Leverandørreklamation,21855,"21850",customformelement,field,relation,"","",form41772,Vælg leverandør,DA
loegismose,form21860,21860,Handelsvarereklamationer - leverandører,21861,"",customform,field,string,"","","",Leverandørnavn,DA
loegismose,form21860,21860,Handelsvarereklamationer - leverandører,21862,"",customform,field,integer,"","","",Leverandørnummer,DA
loegismose,form21860,21860,Handelsvarereklamationer - leverandører,21864,"",customform,field,url,"","","",Link til kontaktoplysninger,DA
loegismose,form21811,21811,Leverandørreklamation,21873,"21850",customformelement,field,url,"","","",Link til kontaktoplysninger,DA
loegismose,form21811,21811,Leverandørreklamation,21884,"",customform,block,"",layout_fieldset,"","",Oplysninger om reklamation,DA
loegismose,form21811,21811,Leverandørreklamation,21889,"21884",customformelement,field,relation_multiple,"","",form27656,Produkt,DA
loegismose,form21811,21811,Leverandørreklamation,21908,"21884",customformelement,field,string,"","","",Lot nr. / Batch nr.,DA
loegismose,form21811,21811,Leverandørreklamation,21927,"21884",customformelement,field,integer,"","","",Antal,DA
loegismose,form21811,21811,Leverandørreklamation,21932,"21884",customformelement,field,combo,"","","",Enhed,DA
loegismose,form21811,21811,Leverandørreklamation,21943,"21884",customformelement,field,relation,"","",department,Afdeling,DA
loegismose,form21811,21811,Leverandørreklamation,21948,"21884",customformelement,field,relation,"","",form11744,Fejlkategori,DA
loegismose,form21953,21953,Leverandørreklamation - Fejlkategori,21954,"",customform,field,string,"","","",Fejlkategori,DA
loegismose,form21811,21811,Leverandørreklamation,21958,"21884",customformelement,field,relation,"","",form1554,Fejlkode,DA
loegismose,form21963,21963,Leverandørreklamation - Fejlkode,21964,"",customform,field,relation,"","",form21953,Fejlkategori,DA
loegismose,form21963,21963,Leverandørreklamation - Fejlkode,21966,"",customform,field,string,"","","",Fejlkode,DA
loegismose,form21811,21811,Leverandørreklamation,21971,"21884",customformelement,field,text,"","","",Beskrivelse,DA
loegismose,form21811,21811,Leverandørreklamation,21977,"21884",customformelement,field,inline,"","",form20710,Vedhæft billed(er),DA
loegismose,form21811,21811,Leverandørreklamation,21982,"",customform,special,"","",layout_buttonupload,"",Vedhæft fil(er),DA
loegismose,form21811,21811,Leverandørreklamation,21989,"21884",customformelement,field,radiobutton,"","","",Fødevaresikkerhed,DA
loegismose,form21811,21811,Leverandørreklamation,21995,"21884",customformelement,field,text,"","","",Begrund N/A,DA
loegismose,form21811,21811,Leverandørreklamation,22002,"21884",customformelement,field,userrelation,"","","",Behandles af,DA
loegismose,form21811,21811,Leverandørreklamation,22007,"",customform,block,"",layout_fieldset,"","",Behandling,DA
loegismose,form21811,21811,Leverandørreklamation,22014,"22007",customformelement,field,text,"","","",Valgte løsning,DA
loegismose,form21811,21811,Leverandørreklamation,22020,"22007",customformelement,field,text,"","","",Leverandørens svar,DA
loegismose,form21811,21811,Leverandørreklamation,22026,"22007",customformelement,field,relation,"","",form1560,Årsag,DA
loegismose,form21811,21811,Leverandørreklamation,22031,"22007",customformelement,field,userrelation_multiple,"","","",Send info til bruger(e),DA
loegismose,form21811,21811,Leverandørreklamation,22040,"22007",customformelement,field,radiobutton,"","","",Er korrigerende handling(er) påkrævet?,DA
loegismose,form21811,21811,Leverandørreklamation,22045,"22063",customformelement,field,multiselect,"","",form1401,Korrigerende handling(er),DA
loegismose,form21811,21811,Leverandørreklamation,22054,"22007",customformelement,field,text,"","","",Angiv hvorfor korrigerende handling(er) ikke er påkrævet,DA
loegismose,form21811,21811,Leverandørreklamation,22063,"22007",customformelement,block,"",layout_fieldset,"","",Korrigerende handling(er),DA
loegismose,form876,876,Kundereklamation,22070,"893",customformelement,block,"",layout_fieldset,"","",Korrigerende handling(er),DA
loegismose,form1089,1089,Afvigelse,22076,"1106",customformelement,block,"",layout_fieldset,"","",Korrigerende handling(er),DA
loegismose,form21811,21811,Leverandørreklamation,22083,"",customform,block,"",layout_fieldset,"","",Opfølgning,DA
loegismose,form21811,21811,Leverandørreklamation,22088,"22083",customformelement,field,date,"","","",Deadline for opfølgning,DA
loegismose,form21811,21811,Leverandørreklamation,22093,"21884",customformelement,field,date,"","","",Dato for reklamation,DA
loegismose,form21811,21811,Leverandørreklamation,22099,"22083",customformelement,field,radiobutton,"","","",Er problemet tilstrækkeligt løst?,DA
loegismose,form21811,21811,Leverandørreklamation,22104,"22083",customformelement,field,text,"","","",Bemærkninger,DA
loegismose,form21811,21811,Leverandørreklamation,22109,"22083",customformelement,field,text,"","","",Angiv årsag,DA
loegismose,form21811,21811,Leverandørreklamation,22116,"22083",customformelement,field,date,"","","",Opfølgning udført d.,DA
loegismose,form1401,1401,Korrigerende handling,22173,"3323",customformelement,field,relation,"","",form21811,Relateret til leverandørreklamation,DA
loegismose,form22219,22219,Handelsvarereklamationer,22220,"22221",customformelement,special,"","",responsible,"",Ansvarlig,DA
loegismose,form22219,22219,Handelsvarereklamationer,22221,"",customform,block,"",layout_fieldset,"","",Info,DA
loegismose,form22219,22219,Handelsvarereklamationer,22222,"22221",customformelement,field,autonum,"","","",Nummer,DA
loegismose,form22219,22219,Handelsvarereklamationer,22223,"22221",customformelement,special,"","",created,"",Oprettet,DA
loegismose,form22219,22219,Handelsvarereklamationer,22224,"22221",customformelement,special,"","",createdby,"",Oprettet af,DA
loegismose,form22219,22219,Handelsvarereklamationer,22225,"",customform,block,"",layout_fieldset,"","",Leverandøroplysninger,DA
loegismose,form22219,22219,Handelsvarereklamationer,22226,"22225",customformelement,field,relation,"","",form21860,Vælg leverandør,DA
loegismose,form22219,22219,Handelsvarereklamationer,22228,"22229",customformelement,field,date,"","","",Dato for modtagelse,DA
loegismose,form22219,22219,Handelsvarereklamationer,22229,"",customform,block,"",layout_fieldset,"","",Oplysninger om reklamation,DA
loegismose,form22219,22219,Handelsvarereklamationer,22230,"22229",customformelement,field,relation,"","",form29356,Produkt,DA
loegismose,form22231,22231,Leverandørreklamationer - emballage og råvarer,22232,"",customform,field,string,"","","",Produkt,DA
loegismose,form22231,22231,Leverandørreklamationer - emballage og råvarer,22234,"",customform,field,string,"","","",Varenummer,DA
loegismose,form22219,22219,Handelsvarereklamationer,22238,"22229",customformelement,field,string,"","","",Lot/batch nr.,DA
loegismose,form22219,22219,Handelsvarereklamationer,22239,"22229",customformelement,field,date,"","","",Holdbarhedsdato,DA
loegismose,form22219,22219,Handelsvarereklamationer,22240,"22229",customformelement,field,integer,"","","",Antal,DA
loegismose,form22219,22219,Handelsvarereklamationer,22242,"22229",customformelement,field,combo,"","","",Enhed,DA
loegismose,form22219,22219,Handelsvarereklamationer,22243,"22229",customformelement,field,relation,"","",form11744,Fejlkategori,DA
loegismose,form22245,22245,Handelsvarereklamationer - Fejlkategori,22246,"",customform,field,string,"","","",Fejlkategori,DA
loegismose,form22248,22248,Handelsvarereklamationer - Fejlkode,22249,"",customform,field,relation,"","",form22245,Fejlkategori,DA
loegismose,form22248,22248,Handelsvarereklamationer - Fejlkode,22251,"",customform,field,string,"","","",Fejlkode,DA
loegismose,form22219,22219,Handelsvarereklamationer,22252,"22229",customformelement,field,relation,"","",form1554,Fejlkode,DA
loegismose,form22219,22219,Handelsvarereklamationer,22255,"22229",customformelement,field,radiobutton,"","","",Fødevaresikkerhed,DA
loegismose,form22219,22219,Handelsvarereklamationer,22256,"22229",customformelement,field,text,"","","",Begrund N/A,DA
loegismose,form22219,22219,Handelsvarereklamationer,22259,"22229",customformelement,field,text,"","","",Kundens fejlbeskrivelse,DA
loegismose,form22219,22219,Handelsvarereklamationer,22260,"22229",customformelement,field,userrelation,"","","",Behandles af,DA
loegismose,form22219,22219,Handelsvarereklamationer,22262,"22229",customformelement,field,inline,"","",form20710,Vedhæft billed(er),DA
loegismose,form22219,22219,Handelsvarereklamationer,22263,"22229",customformelement,special,"","",layout_buttonupload,"",Vedhæft fil(er),DA
loegismose,form22219,22219,Handelsvarereklamationer,22264,"",customform,block,"",layout_fieldset,"","",Behandling,DA
loegismose,form22219,22219,Handelsvarereklamationer,22265,"22264",customformelement,field,text,"","","",Valgt løsning,DA
loegismose,form22219,22219,Handelsvarereklamationer,22266,"22264",customformelement,field,text,"","","",Leverandørens svar,DA
loegismose,form22219,22219,Handelsvarereklamationer,22267,"22264",customformelement,field,radiobutton,"","","",Er problemet tilstrækkeligt løst?,DA
loegismose,form22219,22219,Handelsvarereklamationer,22268,"22264",customformelement,field,relation,"","",form1560,Årsag,DA
loegismose,form22219,22219,Handelsvarereklamationer,22273,"22276",customformelement,field,multiselect,"","",form1401,Korrigerende handling,DA
loegismose,form22219,22219,Handelsvarereklamationer,22276,"22264",customformelement,block,"",layout_fieldset,"","",Korrigerende handling(er),DA
loegismose,form22219,22219,Handelsvarereklamationer,22280,"22264",customformelement,field,radiobutton,"","","",Er korrigerende handling påkrævet?,DA
loegismose,form22219,22219,Handelsvarereklamationer,22284,"22264",customformelement,field,text,"","","",Angiv hvorfor korrigerende handling(er) ikke er påkrævet,DA
loegismose,form18819,18819,Sensorisk bedømmelse - bedømmelse,22976,"",customform,special,"","",layout_text,"",Klik på knappen nedenfor for at igangsætte bedømmelsen,DA
loegismose,form15344,15344,Logskema RMM,23061,"15532",customformelement,field,radiobutton,"","","",Kontrol af hele skema,DA
loegismose,form15344,15344,Logskema RMM,23149,"15532",customformelement,field,text,"","","",Bemærkninger Pga. Genåbning,DA
loegismose,form27656,27656,Leverandørreklamation - Produkter - new,27657,"",customform,field,string,"","","",Nr.,DA
loegismose,form27656,27656,Leverandørreklamation - Produkter - new,27659,"",customform,field,string,"","","",Beskrivelse,DA
loegismose,form18819,18819,Sensorisk bedømmelse - bedømmelse,29300,"",customform,special,"","",layout_linebreak,"",Blank linje,DA
loegismose,form29356,29356,Handelsvarereklamationer - produkter,29357,"",customform,field,integer,"","","",No,DA
loegismose,form29356,29356,Handelsvarereklamationer - produkter,29361,"",customform,field,string,"","","",Beskrivelse,DA
loegismose,form29356,29356,Handelsvarereklamationer - produkter,29367,"",customform,field,string,"","","",Status,DA
loegismose,form29356,29356,Handelsvarereklamationer - produkter,29368,"",customform,field,string,"","","",Mærke,DA
loegismose,form41772,41772,NY - Leverandørreklamationer - leverandører,41773,"",customform,field,string,"","","",Nr,DA
loegismose,form41772,41772,NY - Leverandørreklamationer - leverandører,41775,"",customform,field,string,"","","",Navn,DA
loegismose,form45794,45794,Morgentælling - indlejret tabel,45795,"",customform,field,integer,"","","",Kolli-stregkode,DA
loegismose,form45794,45794,Morgentælling - indlejret tabel,45796,"",customform,field,string,"","","",Vare beskrivelse,DA
loegismose,form45794,45794,Morgentælling - indlejret tabel,45797,"",customform,field,string,"","","",Vare beskrivelse 2,DA
loegismose,form45794,45794,Morgentælling - indlejret tabel,45798,"",customform,field,date,"","","",MHT,DA
loegismose,form45794,45794,Morgentælling - indlejret tabel,45799,"",customform,field,integer,"","","",Antal Kolli,DA
loegismose,form45800,45800,Mortælling,45801,"45802",customformelement,field,inline,"","",form45794,Skemaet,DA
loegismose,form45800,45800,Mortælling,45802,"",customform,block,"",layout_fieldset,"","",Data,DA
loegismose,form45800,45800,Mortælling,45804,"",customform,special,"","",layout_fixedimage,"",billede,DA
loegismose,form45800,45800,Mortælling,45809,"45802",customformelement,field,relation,"","",form12476,Udfyldt af,DA
medassist,form876,876,Kundereklamation,877,"878",customformelement,field,listselect,"","",form2488,Vælg kunde,DA
medassist,form876,876,Kundereklamation,878,"",customform,block,"",layout_fieldset,"","",Kundeoplysninger,DA
medassist,form876,876,Kundereklamation,879,"878",customformelement,field,string,"","","",Gadenavn,DA
medassist,form876,876,Kundereklamation,880,"878",customformelement,field,string,"","","",Postnr,DA
medassist,form876,876,Kundereklamation,881,"878",customformelement,field,string,"","","",By,DA
medassist,form876,876,Kundereklamation,882,"878",customformelement,field,string,"","","",Telefonnummer,DA
medassist,form876,876,Kundereklamation,883,"878",customformelement,field,string,"","","",E-mail,DA
medassist,form876,876,Kundereklamation,884,"878",customformelement,field,string,"","","",Kontaktperson,DA
medassist,form876,876,Kundereklamation,885,"878",customformelement,field,string,"","","",Kundens reference,DA
medassist,form876,876,Kundereklamation,892,"893",customformelement,field,userrelation,"","","",Behandles af,DA
medassist,form876,876,Kundereklamation,893,"",customform,block,"",layout_fieldset,"","",Behandling af reklamationen,DA
medassist,form876,876,Kundereklamation,894,"893",customformelement,field,text,"","","",Handling der førte til reklamationen,DA
medassist,form876,876,Kundereklamation,896,"893",customformelement,field,relation,"","",form1558,Valgt løsning,DA
medassist,form876,876,Kundereklamation,897,"893",customformelement,field,decimal,"","","","Omkostning, kr",DA
medassist,form876,876,Kundereklamation,898,"893",customformelement,field,relation,"","",form1562,Reklamation opstået hos,DA
medassist,form876,876,Kundereklamation,899,"893",customformelement,field,relation,"","",form1560,Årsag til reklamationen,DA
medassist,form876,876,Kundereklamation,931,"",customform,block,"",layout_fieldset,"","",Info,DA
medassist,form876,876,Kundereklamation,900,"893",customformelement,field,userrelation_multiple,"","","",Send Information til,DA
medassist,form876,876,Kundereklamation,901,"",customform,block,"",layout_fieldset,"","",Oplysninger om reklamationen,DA
medassist,form876,876,Kundereklamation,902,"901",customformelement,field,string,"","","",Varenummer,DA
medassist,form876,876,Kundereklamation,903,"901",customformelement,field,string,"","","",Varenavn,DA
medassist,form876,876,Kundereklamation,904,"901",customformelement,field,string,"","","",Antal,DA
medassist,form876,876,Kundereklamation,905,"901",customformelement,field,combo,"","","",Enheder,DA
medassist,form876,876,Kundereklamation,906,"901",customformelement,field,string,"","","",Batchnr,DA
medassist,form876,876,Kundereklamation,907,"901",customformelement,field,relation,"","",form1554,Fejlkode,DA
medassist,form876,876,Kundereklamation,908,"901",customformelement,field,text,"","","",Kundens fejlbeskrivelse,DA
medassist,form876,876,Kundereklamation,932,"931",customformelement,special,"","",createdby,"",Oprettet af,DA
medassist,form876,876,Kundereklamation,933,"931",customformelement,special,"","",created,"",Oprettet,DA
medassist,form876,876,Kundereklamation,1028,"",customform,special,"","",layout_buttonupload,"",Vedhæft filer,DA
medassist,form876,876,Kundereklamation,1055,"931",customformelement,field,autonum,"","","",Nummer,DA
medassist,form1089,1089,Afvigelse,1090,"1094",customformelement,field,autonum,"","","",Nummer,DA
medassist,form1089,1089,Afvigelse,1092,"1094",customformelement,special,"","",created,"",Oprettet,DA
medassist,form1089,1089,Afvigelse,1093,"1094",customformelement,special,"","",createdby,"",Oprettet af,DA
medassist,form1089,1089,Afvigelse,1094,"",customform,block,"",layout_fieldset,"","",Info,DA
medassist,form1089,1089,Afvigelse,1095,"",customform,block,"",layout_fieldset,"","",Oprettelse,DA
medassist,form1089,1089,Afvigelse,1096,"1095",customformelement,field,relation,"","",form1098,Afvigelsestype,DA
medassist,form1089,1089,Afvigelse,1101,"1095",customformelement,field,userrelation,"","",user,Vælg behandler,DA
medassist,form1089,1089,Afvigelse,1102,"1095",customformelement,field,text,"","","",Beskrivelse af afvigelsen,DA
medassist,form1089,1089,Afvigelse,1103,"1095",customformelement,field,text,"","","",Det har jeg gjort,DA
medassist,form1089,1089,Afvigelse,1104,"1095",customformelement,field,date,"","","",Afvigelsen skete den,DA
medassist,form1089,1089,Afvigelse,1105,"",customform,special,"","",layout_buttonupload,"",Vedhæft filer,DA
medassist,form1089,1089,Afvigelse,1106,"",customform,block,"",layout_fieldset,"","",Behandling,DA
medassist,form1089,1089,Afvigelse,1107,"1106",customformelement,field,text,"","","",Korrigerende handling,DA
medassist,form1089,1089,Afvigelse,1108,"1106",customformelement,field,date,"","","",Udført dato,DA
medassist,form1089,1089,Afvigelse,1210,"1094",customformelement,special,"","",responsible,"",Ansvarlig,DA
medassist,form1089,1089,Afvigelse,1212,"1106",customformelement,special,"","",layout_text,"","Korrigerende handlinger med ansvarlig og deadline oprettes separat i fanebladet her på afvigelsesformularen, ELLER...",DA
medassist,form1089,1089,Afvigelse,1213,"1106",customformelement,field,text,"","","",Bemærkning,DA
medassist,form1220,1220,Forbedringsforslag,1222,"",customform,block,"",layout_fieldset,"","",Info,DA
medassist,form1220,1220,Forbedringsforslag,1223,"",customform,block,"",layout_fieldset,"","",Beskrivelse,DA
medassist,form1220,1220,Forbedringsforslag,1224,"",customform,block,"",layout_fieldset,"","",Beslutning,DA
medassist,form1220,1220,Forbedringsforslag,1225,"",customform,block,"",layout_fieldset,"","",Implementering,DA
medassist,form1220,1220,Forbedringsforslag,1226,"",customform,block,"",layout_fieldset,"","",Opfølgning,DA
medassist,form1220,1220,Forbedringsforslag,1227,"1222",customformelement,field,autonum,"","","",Nummer,DA
medassist,form1220,1220,Forbedringsforslag,1228,"1222",customformelement,special,"","",createdby,"",Oprettet af,DA
medassist,form1220,1220,Forbedringsforslag,1229,"1222",customformelement,special,"","",created,"",Oprettet,DA
medassist,form1220,1220,Forbedringsforslag,1230,"1223",customformelement,field,relation,"","",form1376,Evt. relateret Intern Audit nr.,DA
medassist,form1220,1220,Forbedringsforslag,1231,"1223",customformelement,field,relation,"","",department,Afdeling,DA
medassist,form1220,1220,Forbedringsforslag,1232,"1223",customformelement,field,string,"","","",Overskrift,DA
medassist,form1220,1220,Forbedringsforslag,1233,"1223",customformelement,field,text,"","","",Forslag til forbedring / løsning,DA
medassist,form1220,1220,Forbedringsforslag,1234,"1223",customformelement,field,decimal,"","","",Anslåede omkostninger (DKK),DA
medassist,form1220,1220,Forbedringsforslag,1235,"1223",customformelement,field,decimal,"","","",Faktiske omkostninger (DKK),DA
medassist,form1220,1220,Forbedringsforslag,1236,"1223",customformelement,field,userrelation,"","","",Vælg beslutningstager,DA
medassist,form1220,1220,Forbedringsforslag,1237,"1224",customformelement,field,combo,"","","",Prioritet,DA
medassist,form1220,1220,Forbedringsforslag,1238,"1224",customformelement,field,text,"","","",Beskrivelse af implementering,DA
medassist,form1220,1220,Forbedringsforslag,1239,"1224",customformelement,field,userrelation,"","","",Ansvarlig for implementering,DA
medassist,form1220,1220,Forbedringsforslag,1240,"1224",customformelement,field,date,"","","",Deadline for implementering,DA
medassist,form1220,1220,Forbedringsforslag,1241,"1225",customformelement,field,date,"","","",Implementeret dato,DA
medassist,form1220,1220,Forbedringsforslag,1242,"1225",customformelement,field,text,"","","",Bemærkning,DA
medassist,form1220,1220,Forbedringsforslag,1243,"1226",customformelement,field,date,"","","",Opfølgning foretaget,DA
medassist,form1220,1220,Forbedringsforslag,1244,"1226",customformelement,field,radiobutton,"","","",Konklusion,DA
medassist,form1376,1376,Audit,1377,"",customform,block,"",layout_fieldset,"","",Info,DA
medassist,form1376,1376,Audit,1378,"",customform,block,"",layout_fieldset,"","",Auditvarsel,DA
medassist,form1376,1376,Audit,1379,"",customform,block,"",layout_fieldset,"","",Auditrapport,DA
medassist,form1376,1376,Audit,1380,"",customform,block,"",layout_fieldset,"","",Opfølgning,DA
medassist,form1376,1376,Audit,1381,"1377",customformelement,field,autonum,"","","",Nummer,DA
medassist,form1376,1376,Audit,1382,"1377",customformelement,special,"","",createdby,"",Oprettet af,DA
medassist,form1376,1376,Audit,1383,"1377",customformelement,special,"","",created,"",Oprettelsesdato,DA
medassist,form1376,1376,Audit,1385,"1378",customformelement,field,relation,"","",form2455,Audit Område,DA
medassist,form1376,1376,Audit,1387,"1378",customformelement,field,date,"","","",Auditdato,DA
medassist,form1376,1376,Audit,1390,"1378",customformelement,field,userrelation,"","",user,Ledende auditor,DA
medassist,form1376,1376,Audit,1391,"1378",customformelement,field,userrelation,"","",user,Assisterende auditor,DA
medassist,form1376,1376,Audit,1392,"1378",customformelement,field,userrelation_multiple,"","",user,Deltagere,DA
medassist,form1376,1376,Audit,1393,"1379",customformelement,field,text,"","","",Auditresultat - resumé,DA
medassist,form1376,1376,Audit,1395,"1379",customformelement,field,userrelation_multiple,"","","",Send info til brugere,DA
medassist,form1376,1376,Audit,1396,"1379",customformelement,field,relation_multiple,"","",usergroup,Send info til brugergrupper,DA
medassist,form1376,1376,Audit,1397,"1380",customformelement,field,date,"","","",Opfølgning foretaget,DA
medassist,form1376,1376,Audit,1398,"1380",customformelement,field,text,"","","",Kommentarer,DA
medassist,form1376,1376,Audit,1399,"1380",customformelement,field,radiobutton,"","","",Reel forbedring?,DA
medassist,form1376,1376,Audit,1400,"",customform,special,"","",layout_buttonupload,"",Vedhæft filer,DA
medassist,form1401,1401,Korrigerende handling,1402,"",customform,block,"",layout_fieldset,"","",Info,DA
